Nunavut ,Failure to provide blood sample (drugs),0,0,0,0,0
Nunavut ,Total other Criminal Code traffic violations,60,57,60,64,55
Nunavut ,Dangerous operation causing death,0,0,0,0,0
Nunavut ,Dangerous operation causing bodily harm,3,1,3,5,4
Nunavut ,Dangerous operation of motor vehicle vessel or aircraft,29,26,29,32,33
Nunavut ,Dangerous operation evading police causing death,0,0,0,0,0
Nunavut ,Dangerous operation evading police causing bodily harm,0,0,0,1,0
Nunavut ,Dangerous operation of motor vehicle evading police,8,10,7,4,2
Nunavut ,Total fail to stop or remain ,10,9,9,11,4
Nunavut ,Driving while prohibited,10,11,11,11,12
Nunavut ,Other Criminal Code traffic violations,0,0,0,0,0
Nunavut ,Causing death by criminal negligence while street racing,0,0,0,0,0
Nunavut ,Causing bodily harm by criminal negligence while street racing,0,0,0,0,0
Nunavut ,Dangerous operation causing death while street racing,0,0,0,0,0
Nunavut ,Dangerous operation causing bodily harm while street racing,0,0,0,0,0
Nunavut ,Dangerous operation of motor vehicle while street racing,0,0,1,0,0
